"gene","n","spearman_rho","p_value","p_adj_BH","abs_rho","direction"
"SGPP1",266,0.42352552995803,5.29489127849372e-13,3.00761904218318e-11,0.42352552995803,"Positive"
"EARS2",266,0.423375058379466,5.40638478676233e-13,3.05931751247888e-11,0.423375058379466,"Positive"
"CCDC47",266,0.423283882804318,5.47505383714254e-13,3.08648412351217e-11,0.423283882804318,"Positive"
"ACSL3",266,0.423248815275416,5.5016910840142e-13,3.0898407181988e-11,0.423248815275416,"Positive"
"TC2N",266,0.423167841163222,5.56368313408937e-13,3.11295364569892e-11,0.423167841163222,"Positive"
"MAPK9",266,0.422866898006092,5.80011148117009e-13,3.23312930661194e-11,0.422866898006092,"Positive"
"UBE2E2",266,0.422592733689216,6.02401976048283e-13,3.34545840899082e-11,0.422592733689216,"Positive"
"CMTM4",266,0.422487531102507,6.11215925062826e-13,3.3693559795253e-11,0.422487531102507,"Positive"
"UPRT",266,0.422487531102507,6.11215925062826e-13,3.3693559795253e-11,0.422487531102507,"Positive"
"SAMD5",266,0.421738998758291,6.77666066020934e-13,3.71677263870863e-11,0.421738998758291,"Positive"
"PHOSPHO2",266,0.421722421380991,6.79214760270068e-13,3.71677263870863e-11,0.421722421380991,"Positive"
"SUOX",266,0.421552184467954,6.95319875760028e-13,3.79101592116024e-11,0.421552184467954,"Positive"
"RASSF3",266,0.421295872711246,7.20273302369588e-13,3.9127864960361e-11,0.421295872711246,"Positive"
"FAM134B",266,0.420458077566186,8.08088225251557e-13,4.37392391196848e-11,0.420458077566186,"Positive"
"ARF3",266,0.420333109645005,8.22052055566101e-13,4.42135704898255e-11,0.420333109645005,"Positive"
"ARL4C",266,-0.420326733730659,8.2277077422662e-13,4.42135704898255e-11,0.420326733730659,"Negative"
"PYM1",266,0.420190289163655,8.38299160012048e-13,4.47575199370831e-11,0.420190289163655,"Positive"
"CREB3L4",266,0.420185188432179,8.38885171857772e-13,4.47575199370831e-11,0.420185188432179,"Positive"
"CYP39A1",266,0.420137369074584,8.44398510280588e-13,4.48913499824972e-11,0.420137369074584,"Positive"
"PREPL",266,0.419871493446357,8.75703580942603e-13,4.63905524670268e-11,0.419871493446357,"Positive"
"SPATA33",266,-0.419455146239565,9.27014048095595e-13,4.89352044681982e-11,0.419455146239565,"Negative"
"FAM120A",266,0.419335279049861,9.42322555642197e-13,4.95681572490802e-11,0.419335279049861,"Positive"
"ATP2B4",266,-0.419304674661001,9.46270473351217e-13,4.96011740399784e-11,0.419304674661001,"Negative"
"PRKAG1",266,0.419025409612647,9.83048811640234e-13,5.13488328569701e-11,0.419025409612647,"Positive"
"TMEM9B",266,0.41897312711501,9.90087591790296e-13,5.15363015113422e-11,0.41897312711501,"Positive"
"KLK4",266,0.418880676356994,1.00265476747953e-12,5.20092346228358e-11,0.418880676356994,"Positive"
"KIAA0141",266,0.418806715750581,1.01282044863036e-12,5.2354756685429e-11,0.418806715750581,"Positive"
"SUMF1",266,0.418496208721932,1.05660721195074e-12,5.44298453080417e-11,0.418496208721932,"Positive"
"SKP1",266,0.417474787243708,1.21407530793634e-12,6.23267045541617e-11,0.417474787243708,"Positive"
"PIGN",266,0.417428243068983,1.22177147869542e-12,6.25070004117494e-11,0.417428243068983,"Positive"
"ARHGEF38",266,0.417160454666452,1.26698424425861e-12,6.45988997439568e-11,0.417160454666452,"Positive"
"TWSG1",266,0.417063540768393,1.28374589795549e-12,6.52308842501941e-11,0.417063540768393,"Positive"
"ENTPD5",266,0.416999144033499,1.29500300175082e-12,6.55798299767983e-11,0.416999144033499,"Positive"
"GADD45A",266,-0.416951324675904,1.30342448592844e-12,6.57833053894764e-11,0.416951324675904,"Negative"
"PHKB",266,0.416783638128605,1.33338010548824e-12,6.70685703565278e-11,0.416783638128605,"Positive"
"ZBTB42",266,0.416687999413416,1.35076471814247e-12,6.7715013840035e-11,0.416687999413416,"Positive"
"SETD7",266,0.416597461429703,1.36742578327715e-12,6.83209825296901e-11,0.416597461429703,"Positive"
"TMBIM4",266,0.416561118717931,1.37416991560279e-12,6.84290812306335e-11,0.416561118717931,"Positive"
"SERPINB11",266,0.4165300691721,1.37995748721981e-12,6.84889863839758e-11,0.4165300691721,"Positive"
"CHST10",266,0.416304169369789,1.42278653073063e-12,7.01545907003688e-11,0.416304169369789,"Positive"
"ARL14EP",266,0.416303531778354,1.42290922968149e-12,7.01545907003688e-11,0.416303531778354,"Positive"
"ZNF350",266,0.416163261662743,1.45015543772937e-12,7.12627371192073e-11,0.416163261662743,"Positive"
"NECTIN2",266,0.41591460100325,1.49971156382517e-12,7.34246858776481e-11,0.41591460100325,"Positive"
"CLDN12",266,0.415893560485908,1.50397977632775e-12,7.34246858776481e-11,0.415893560485908,"Positive"
"JAG1",266,0.415780706801985,1.52707592199651e-12,7.43094045560451e-11,0.415780706801985,"Positive"
"FAF2",266,0.415489327516374,1.58831988780026e-12,7.70386714410651e-11,0.415489327516374,"Positive"
"JKAMP",266,0.414956938668486,1.70646738533857e-12,8.22634582895833e-11,0.414956938668486,"Positive"
"SLC12A4",266,-0.414954388302748,1.70705348883934e-12,8.22634582895833e-11,0.414954388302748,"Negative"
"SELENOT",266,0.414636230176884,1.78173089215455e-12,8.55861022440411e-11,0.414636230176884,"Positive"
"TMCC3",266,0.414520188535787,1.8097532538933e-12,8.66535380125385e-11,0.414520188535787,"Positive"
"GATA2",266,0.414422637046294,1.83364269389918e-12,8.75168952209578e-11,0.414422637046294,"Positive"
"MAP9",266,0.414359515494269,1.84926416774905e-12,8.77923047754917e-11,0.414359515494269,"Positive"
"MIGA1",266,0.414351864397054,1.85116647729298e-12,8.77923047754917e-11,0.414351864397054,"Positive"
"TFR2",266,-0.414289006992235,1.8668672725057e-12,8.82567410884895e-11,0.414289006992235,"Negative"
"PNPLA4",266,0.414139546449333,1.9047235656011e-12,8.97623512508356e-11,0.414139546449333,"Positive"
"TMEM135",266,0.413924678135874,1.96046160666709e-12,9.20985406981122e-11,0.413924678135874,"Positive"
"TMEM5",266,0.413798435031824,1.99394830839756e-12,9.33780369252385e-11,0.413798435031824,"Positive"
"TOMM20",266,0.413646050678955,2.0351127082775e-12,9.50079648404925e-11,0.413646050678955,"Positive"
"POTEJ",266,0.413510678001034,2.07237596790394e-12,9.64461825062834e-11,0.413510678001034,"Positive"
"NOD1",266,-0.413421618493977,2.09725286363148e-12,9.73008090987288e-11,0.413421618493977,"Negative"
"RNF141",266,0.413266046183936,2.14140917286509e-12,9.90418316824506e-11,0.413266046183936,"Positive"
"RBM18",266,0.413220139600645,2.15461124611498e-12,9.93448685361473e-11,0.413220139600645,"Positive"
"ELL2",266,0.412995069824232,2.22049523786127e-12,1.01770733030611e-10,0.412995069824232,"Positive"
"ANKRD66",266,0.412993879941209,2.22084871597691e-12,1.01770733030611e-10,0.412993879941209,"Positive"
"SLC23A2",266,0.412944700100899,2.23550665526321e-12,1.02129155727759e-10,0.412944700100899,"Positive"
"BBS4",266,0.412511137925373,2.36887755300822e-12,1.07892261476798e-10,0.412511137925373,"Positive"
"GORASP2",266,0.412155999496303,2.48387699542752e-12,1.12786135059853e-10,0.412155999496303,"Positive"
"PITPNM2",266,-0.41205844800681,2.51640722356475e-12,1.13916992463133e-10,0.41205844800681,"Negative"
"TM9SF1",266,0.411578341656558,2.68265762803628e-12,1.21076200317927e-10,0.411578341656558,"Positive"
"BAALC",266,-0.411038939302889,2.88222776341328e-12,1.29691567944672e-10,0.411038939302889,"Negative"
"RAB11A",266,0.41095031409348,2.91637339396952e-12,1.3083394033787e-10,0.41095031409348,"Positive"
"ARHGEF40",266,-0.410241950009644,3.20384044597129e-12,1.43299917432231e-10,0.410241950009644,"Negative"
"CLUL1",266,0.409824965211417,3.38578664184098e-12,1.50985870574515e-10,0.409824965211417,"Positive"
"TTC7A",266,-0.409490229708254,3.53909749700211e-12,1.5735290924915e-10,0.409490229708254,"Negative"
"ASGR2",266,-0.409401029059293,3.58108086754498e-12,1.58747083324197e-10,0.409401029059293,"Negative"
"TMED10",266,0.409343583678297,3.60837482976038e-12,1.59442650025573e-10,0.409343583678297,"Positive"
"TMX2",266,0.40932318075239,3.61811756869064e-12,1.59442650025573e-10,0.40932318075239,"Positive"
"ZCRB1",266,0.409219890939985,3.66783504632589e-12,1.61158199285478e-10,0.409219890939985,"Positive"
"UTRN",266,0.409183548228213,3.68548612211938e-12,1.6145887735584e-10,0.409183548228213,"Positive"
"ANTXR2",266,0.40912488981623,3.71415040305713e-12,1.62238868044651e-10,0.40912488981623,"Positive"
"PLIN2",266,-0.40907069454429,3.74082678267786e-12,1.6292772975634e-10,0.40907069454429,"Negative"
"LCAT",266,-0.408644783465979,3.95707435642568e-12,1.71845156426288e-10,0.408644783465979,"Negative"
"SORD",266,0.408456056401338,4.05674831507905e-12,1.75663081388307e-10,0.408456056401338,"Positive"
"PCSK9",266,-0.408179351426057,4.20732472617978e-12,1.81656717006936e-10,0.408179351426057,"Negative"
"ALDH6A1",266,0.407974037276783,4.32255885261055e-12,1.86094255617144e-10,0.407974037276783,"Positive"
"MAOA",266,0.407914103681931,4.35677319706779e-12,1.87028260893666e-10,0.407914103681931,"Positive"
"TMEM87B",266,0.407636113816447,4.51895199323692e-12,1.93434452226264e-10,0.407636113816447,"Positive"
"OSCP1",266,0.407327519562102,4.70587913734941e-12,2.00860366951037e-10,0.407327519562102,"Positive"
"H2AFJ",266,0.407279700204507,4.73551149028363e-12,2.01549305280191e-10,0.407279700204507,"Positive"
"CLIP1",266,0.407099261828517,4.84897079046775e-12,2.05045093903548e-10,0.407099261828517,"Positive"
"TMBIM6",266,0.407091610731301,4.85383988320478e-12,2.05045093903548e-10,0.407091610731301,"Positive"
"SMIM24",266,-0.407081409268348,4.86033941994167e-12,2.05045093903548e-10,0.407081409268348,"Negative"
"DHRS13",266,0.40706228152531,4.8725489213307e-12,2.05045093903548e-10,0.40706228152531,"Positive"
"LRP11",266,0.406832111017421,5.02183450313289e-12,2.10733667534557e-10,0.406832111017421,"Positive"
"UBE2N",266,0.406471234265439,5.26490986752824e-12,2.2031509386836e-10,0.406471234265439,"Positive"
"PRR16",266,0.406194519582824,5.45902647869318e-12,2.27799990405579e-10,0.406194519582824,"Positive"
"KIAA0368",266,0.406112907879196,5.51759733209717e-12,2.29602748033982e-10,0.406112907879196,"Positive"
"RASSF4",266,-0.405951597246243,5.63517324431452e-12,2.33844036380041e-10,0.405951597246243,"Negative"
"VPS37C",266,0.405688271983754,5.8323708046298e-12,2.41356751940068e-10,0.405688271983754,"Positive"
"AP1M2",266,0.405620687291687,5.88405796706402e-12,2.42823044115938e-10,0.405620687291687,"Positive"
"NAAA",266,0.405596458817172,5.90269579850428e-12,2.42921136456902e-10,0.405596458817172,"Positive"
"KCNN2",266,0.405539075588059,5.94706780125461e-12,2.44074851326766e-10,0.405539075588059,"Positive"
"STAG3",266,-0.405466390164515,6.00373914989267e-12,2.45725641534922e-10,0.405466390164515,"Negative"
"UGDH",266,0.405289139745697,6.14415307938116e-12,2.50785526920424e-10,0.405289139745697,"Positive"
"TMEM42",266,0.405177561244642,6.23417893102757e-12,2.53766754906324e-10,0.405177561244642,"Positive"
"ZDHHC24",266,0.405122090789832,6.27941169080165e-12,2.54913400132842e-10,0.405122090789832,"Positive"
"RHEBL1",266,-0.404932088542322,6.43678364762781e-12,2.60537683881848e-10,0.404932088542322,"Negative"
"RNF14",266,0.404912960799285,6.45283774257203e-12,2.60537683881848e-10,0.404912960799285,"Positive"
"TSTD1",266,0.404194395252494,7.08502928825396e-12,2.85291785814625e-10,0.404194395252494,"Positive"
"CD9",266,0.40397187584182,7.29275775392369e-12,2.92565698543005e-10,0.40397187584182,"Positive"
"ERP44",266,0.403959124013128,7.30484005331955e-12,2.92565698543005e-10,0.403959124013128,"Positive"
"PRKAA1",266,0.403828417769036,7.42981349854963e-12,2.96474094436774e-10,0.403828417769036,"Positive"
"CFAP97",266,0.403815665940344,7.4421169699304e-12,2.96474094436774e-10,0.403815665940344,"Positive"
"ELK4",266,0.403505158911695,7.74790816473572e-12,3.07780667292708e-10,0.403505158911695,"Positive"
"FAM120AOS",266,0.403486031168657,7.76714047589201e-12,3.07780667292708e-10,0.403486031168657,"Positive"
"TAF7",266,0.403384016539122,7.8705009318484e-12,3.11051358256305e-10,0.403384016539122,"Positive"
"STARD9",266,-0.403030153292921,8.23952296631066e-12,3.24776341935923e-10,0.403030153292921,"Negative"
"ZCCHC6",266,0.402482462250602,8.84413697617978e-12,3.47690953387236e-10,0.402482462250602,"Positive"
"A1BG",266,-0.402255479699886,9.10718749376386e-12,3.57092582596688e-10,0.402255479699886,"Negative"
"UBIAD1",266,0.401779836489677,9.68336508716008e-12,3.78690552453101e-10,0.401779836489677,"Positive"
"WSB2",266,0.401668257988622,9.82358446520129e-12,3.83171092234052e-10,0.401668257988622,"Positive"
"PLPP6",266,0.40143489952356,1.01232664121598e-11,3.93831971175144e-10,0.40143489952356,"Positive"
"SERPINA1",266,-0.401380066660184,1.0194965107461e-11,3.95591126598336e-10,0.401380066660184,"Negative"
"PRAC1",266,0.401162918624327,1.04837942368147e-11,4.05744565035686e-10,0.401162918624327,"Positive"
"EAF1",266,0.401033216919764,1.06600963946082e-11,4.11501757206852e-10,0.401033216919764,"Positive"
"ZNF462",266,0.400901235492802,1.08424606316826e-11,4.17462678805945e-10,0.400901235492802,"Positive"
"EIF2AK3",266,0.400824724520651,1.09495665982879e-11,4.20502764554815e-10,0.400824724520651,"Positive"
"WASF3",266,0.400743750408457,1.10640427486082e-11,4.23809575952456e-10,0.400743750408457,"Positive"
"SSR1",266,0.400716971568204,1.11021568625731e-11,4.2406319441686e-10,0.400716971568204,"Positive"
"IGF2BP2",266,-0.400685729587909,1.11467849690237e-11,4.2406319441686e-10,0.400685729587909,"Negative"
"ABCC11",266,0.400679417541009,1.11558227060597e-11,4.2406319441686e-10,0.400679417541009,"Positive"
"HOXB3",266,-0.400523781363521,1.13809374176316e-11,4.31522396147206e-10,0.400523781363521,"Negative"
"VIL1",266,-0.400425372665715,1.15255540050329e-11,4.35177738355695e-10,0.400425372665715,"Negative"
"TDRD6",266,0.400418578776813,1.15356037478315e-11,4.35177738355695e-10,0.400418578776813,"Positive"
"CDH23",266,-0.400396263076602,1.15686739543403e-11,4.35325995475794e-10,0.400396263076602,"Negative"
"SECISBP2L",266,0.400369484236349,1.16084800959084e-11,4.35726342092403e-10,0.400369484236349,"Positive"
"PLEKHB2",266,0.400279583844071,1.1743093041639e-11,4.39674353255751e-10,0.400279583844071,"Positive"
"MORN4",266,0.400212636743438,1.18443230979712e-11,4.42355856901479e-10,0.400212636743438,"Positive"
"KIAA1191",266,0.399883001971752,1.23552853205914e-11,4.6028829776637e-10,0.399883001971752,"Positive"
"TMED2",266,0.399856860722933,1.23967129168102e-11,4.60682821552805e-10,0.399856860722933,"Positive"
"TSPYL1",266,0.399751658136225,1.25648056696136e-11,4.65770798755229e-10,0.399751658136225,"Positive"
"MARVELD2",266,0.399013327254962,1.38085751970093e-11,5.10609665515153e-10,0.399013327254962,"Positive"
"SLC7A5",266,-0.398706008183486,1.43609043817697e-11,5.29579167258809e-10,0.398706008183486,"Negative"
"BMAL2",266,-0.398688793214752,1.43924721806732e-11,5.29579167258809e-10,0.398688793214752,"Negative"
"SLC46A1",266,0.398619295748381,1.45206009724009e-11,5.31977324047575e-10,0.398619295748381,"Positive"
"PITPNC1",266,-0.398614832608339,1.4528867274343e-11,5.31977324047575e-10,0.398614832608339,"Negative"
"TRIQK",266,0.398551711056314,1.46462682337433e-11,5.34964794972839e-10,0.398551711056314,"Positive"
"DONSON",266,-0.398331104419943,1.50638792345912e-11,5.48876321672094e-10,0.398331104419943,"Negative"
"HYCC1",266,-0.398246942350576,1.52262353674225e-11,5.53442165824633e-10,0.398246942350576,"Negative"
"CHMP4C",266,0.398176807292771,1.53628325828626e-11,5.57051834843166e-10,0.398176807292771,"Positive"
"KRT23",266,-0.39803766059016,1.56373800036307e-11,5.65287087309815e-10,0.39803766059016,"Negative"
"TCTN1",266,0.398018684616991,1.56751893071903e-11,5.65287087309815e-10,0.398018684616991,"Positive"
"TOM1L1",266,0.397993818551042,1.57248692877037e-11,5.65287087309815e-10,0.397993818551042,"Positive"
"FGFRL1",266,0.39797979153948,1.57529614900087e-11,5.65287087309815e-10,0.39797979153948,"Positive"
"CNPY2",266,0.397963851753616,1.57849437635466e-11,5.65287087309815e-10,0.397963851753616,"Positive"
"MAP7",266,0.397947911967751,1.5816989256008e-11,5.65287087309815e-10,0.397947911967751,"Positive"
"SLC17A9",266,-0.397653344724967,1.64207195392997e-11,5.85463315507393e-10,0.397653344724967,"Negative"
"PM20D2",266,0.397200654806403,1.73925024574457e-11,6.17415054659148e-10,0.397200654806403,"Positive"
"QPRT",266,-0.39719746684923,1.73995406661424e-11,6.17415054659148e-10,0.39719746684923,"Negative"
"DEFB132",266,0.397167736497772,1.74653114677613e-11,6.18280303357549e-10,0.397167736497772,"Positive"
"NIPAL3",266,0.397122868651383,1.75650286266273e-11,6.20340337241574e-10,0.397122868651383,"Positive"
"CCNI",266,0.397062297465096,1.77005255429286e-11,6.23400935598716e-10,0.397062297465096,"Positive"
"CLDN8",266,0.397046891956603,1.77351494497258e-11,6.23400935598716e-10,0.397046891956603,"Positive"
"GFM1",266,0.396916289026573,1.80313408973612e-11,6.31915404986233e-10,0.396916289026573,"Positive"
"CCDC88A",266,-0.396902899606447,1.80619772360346e-11,6.31915404986233e-10,0.396902899606447,"Negative"
"SMCO4",266,0.396856355431721,1.81688697582673e-11,6.34169965698028e-10,0.396856355431721,"Positive"
"NCAM1",266,-0.396703971078853,1.85231594963288e-11,6.45029090246285e-10,0.396703971078853,"Negative"
"NOTUM",266,-0.396633771705257,1.86886255107302e-11,6.492776197786e-10,0.396633771705257,"Negative"
"SETMAR",266,0.396294637377841,1.9508477404669e-11,6.76188269021693e-10,0.396294637377841,"Positive"
"IMPAD1",266,0.39609188330164,2.00152451582226e-11,6.92147563469185e-10,0.39609188330164,"Positive"
"PDIA3",266,0.396049802266956,2.0122017843579e-11,6.94232851189901e-10,0.396049802266956,"Positive"
"ARFIP2",266,0.396012184372315,2.02179353850347e-11,6.95934877228188e-10,0.396012184372315,"Positive"
"ACER3",266,0.395754597432738,2.08867892258645e-11,7.17305159184346e-10,0.395754597432738,"Positive"
"OSBPL3",266,-0.395718892312401,2.09811848880459e-11,7.18894314317703e-10,0.395718892312401,"Negative"
"NPEPPS",266,0.395519326193372,2.15164857034774e-11,7.35548695478832e-10,0.395519326193372,"Positive"
"ACVR1B",266,0.395477882750123,2.16293058407576e-11,7.37717351495611e-10,0.395477882750123,"Positive"
"SLC27A3",266,-0.395280866996833,2.21735586983202e-11,7.5455761593213e-10,0.395280866996833,"Negative"
"XRCC3",266,-0.395262376845229,2.22253163786657e-11,7.5460000313838e-10,0.395262376845229,"Negative"
"SERINC3",266,0.395094690297931,2.27001058888487e-11,7.68034568828558e-10,0.395094690297931,"Positive"
"GULP1",266,0.395086401609281,2.27238288655347e-11,7.68034568828558e-10,0.395086401609281,"Positive"
"SLC2A12",266,0.394914889513374,2.32201630540708e-11,7.83038410529942e-10,0.394914889513374,"Positive"
"P4HTM",266,0.394702571565654,2.38492159350522e-11,8.0244017309402e-10,0.394702571565654,"Positive"
